sentence,year,,,,,
ما نرضى نساء تسوق وتخرب نظامنا.,2015,,,,,
"ما نرفضها لأنها بنت، نرفضها لأنها تخرج عن حدودها.",2015,,,,,
ما ورى المطالب هذي إلا ناس يبغون يخلّون المجتمع يفلت.,2015,,,,,
ما يحتاج وصي علشان أروح للدوام!,2015,,,,,
"من تحب دينها ووطنها، ما تطالب بالسواقة.",2015,,,,,
من تطالب بالسواقة لا تمثلنا كمجتمع محافظ.,2015,,,,,
من جدكم؟ بنت تمسك الخط لحالها؟ استغفر الله.,2015,,,,,
من حق المرأة تسوق زيها زي الرجال.,2015,,,,,
من شرف البنت أنها تحتاج من يحميها… مو تقود نفسها للمخاطر.,2015,,,,,
من قال إن السواقة بتريحكم؟ بتجيب مشاكل أكثر.,2015,,,,,
من قال إن السواقة حل؟ هي مشكلة بحد ذاتها.,2015,,,,,
من متى البنت تقرر؟ احنا ولّينا عليها عشان نحميها.,2015,,,,,
"مو ضد السواقة، بس الوقت ما يساعد… البلد مو مستعد.",2015,,,,,
"مو عشانك ما ترضى، تحرم غيرك من حقه.",2015,,,,,
مو عيب إنك ما تسوقين… العيب إنك تطالبين.,2015,,,,,
مو كل بنت تستوعب كيف النظرة تتغير إذا ساقت.,2015,,,,,
مو كل شي الغرب سواه صار صح! فكروا بعقولكم.,2015,,,,,
مو كل شي ما هو حرام يعني يجوز اجتماعيًا.,2015,,,,,
مو كل شي مباح يصلح لمجتمع مسلم.,2015,,,,,
"مو كل قرار فيه ""حرية"" لازم نقبله.",2015,,,,,
"مو كل من طالبت بشي، يعني لازم تأخذه!",2015,,,,,
مو كل وحدة تستاهل ثقة الشارع.,2015,,,,,
مو لازم نغيّر علشان نقول “تقدّمنا”.,2015,,,,,
ناقصنا بس شيلات قيادة نسائية وبنات تفحط في سناب!,2015,,,,,
نرجو من الدولة إعادة النظر… البنات ما يتحملون هالضغط.,2015,,,,,
"نسيتوا الغلاء، وركّزتوا على مفاتيح السيارة!",2015,,,,,
"نسينا نطالب بجنة الآخرة، وصار همّنا إشارات المرور.",2015,,,,,
نص اللي طالبوا بالسواقة للحين ما يعرفون قيمة البنزين.,2015,,,,,
نص اللي طالبوا بالسواقة للحين ما يعرفون قيمة البنزين.,2015,,,,,
نطالب بمنع القرار قبل لا يصير مصيبة.,2015,,,,,
نعيش بدين وعرف… والسواقة تكسّر الاثنين.,2015,,,,,
"نعيش في بلد محافظ، مو بس قانوني، مجتمعي كمان.",2015,,,,,
ننتظر الجيل القادم يمكن يتعامل أفضل مع التغيير.,2015,,,,,
هاشتاق الأسبوع: #سواقة_وصراخ,2015,,,,,
هدوء البنت في بيتها أجمل من صوت محرك سيارتها.,2015,,,,,
هذا كله باسم الحقوق؟ والله الحقوق صارت فساد!,2015,,,,,
هذي بداية النهاية للستر والأمان.,2015,,,,,
هل السواقة تعني نجاح؟ ولا بس تقليد لفاشلين؟,2015,,,,,
هل تبغى بنتك توقف عند بنشر؟ ولا تحترق سيارتها لحالها؟,2015,,,,,
واضح أن في مؤامرة خارجية على قيمنا.,2015,,,,,
واضح أن فيه أجندة تدفع البنات للتمرد.,2015,,,,,
"والله أخاف على أختي من سواقين يضايقونها، مو من السيارة.",2015,,,,,
"والله أمي ما ساقت، وكانت أعظم امرأة.",2015,,,,,
والله ما أبغى أشوف أختي تسوق بين الشباب والعيون.,2015,,,,,
"والله ما عرفنا المرأة السعودية قوية إلا يوم كانت ساكنة، ما تتحرك.",2015,,,,,
والله ما عمري شفت رجال يسمح لأخته تسوق.,2015,,,,,
وش تقول لجدّك إذا عرف إنك سمحت لأختك تسوق؟,2015,,,,,
وين الغيرة يا شباب؟ زوجتك تسوق وانت ساكت؟,2015,,,,,
يا بنت لا تسوقين وتفقدين احترام الناس.,2015,,,,,
"يا بنت، اسمعي كلام أبوك وخلّيك في بيتك.",2015,,,,,
"يا جماعة، الموضوع أكبر من “يسوقون ولا لا” — فيه عقلانية.",2015,,,,,
يا ليت السواقة كانت تحل مشاكل البنات كلها!,2015,,,,,
يا ليت تفكرون بسمعة الوطن قبل ما تطالبون بالتغيير.,2015,,,,,
يا ليت كل أب يوقف ويقول: بنتي ما تسوق.,2015,,,,,
"يا ناس، السواقة مش حرام، خلونا نرتقي شوي.",2015,,,,,
"يا ناس، هذي سيارة، مو ثورة.",2015,,,,,
ياليت المطالب صارت في الدين والعلم… مو في الدراكسون.,2015,,,,,
"يبغون يفكونا حبة حبة، ما يخوف إلا التنازلات.",2015,,,,,
"يبغونا نصير مثل الغرب، بس حنا لنا دين وأخلاق.",2015,,,,,
يقولون حقوق المرأة؟ وحقوق المجتمع؟!,2015,,,,,
"يكفينا مشاكل في المرور، الحين تبون تزودونها؟",2015,,,,,
"يوم أمي تقول لي “الحرمة ما تقود”، أصدقها أكثر من أي تغريدة.",2015,,,,,
"يوم تبدأ الحوادث، الكل بيندم، بس بعد فوات الأوان.",2015,,,,,
"يوم تسوق البنت، تصير حرّة، وبعدها ما ترجع تسمع الكلام.",2015,,,,,
"يوم تسوق البنت، تصير حرّة، وبعدها ما ترجع تسمع الكلام.",2015,,,,,
يوم تعصين أهلك علشان سيارة؟ وش بقى من البر؟,2015,,,,,
"يوم تمر بنت تسوق، الكل يطالع… ما تستحي؟",2015,,,,,
يوم صارت الحرية فوق أربع عجلات… صارت الأخلاق تحت الصفر.,2015,,,,,
"يوم كانت المرأة جوهرة مصونة، واليوم تبغونها تسوق!",2015,,,,,
"يوم كنا صغار، ما كنا نسمع كلمة ""حقوق""، كنا نسمع ""حياء"".",2015,,,,,
" البنات اليوم يسوقون برا، وبعد كم سنة بيسوقون هنا.",2016,,,,,
 البنات ما يبون يتمردون… يبون يتحررون من الاعتماد.,2016,,,,,
 البنت تسوق؟ استرنا يا رب! شكلها نهاية العالم.,2016,,,,,
" البنت تشتري سيارة، تدفع تأمين، تلبس حزام… وبعدها يقولون ""ما تستاهل تسوق"".",2016,,,,,
" البنت توصل للمريخ عادي، بس ممنوع تروح البقالة بسيارتها!",2016,,,,,
 البنت كانت تاج على الراس… الحين تبغى تنافس الرجال في الشوارع.,2016,,,,,
" البنت يوم كانت تنتظر أخوها يوصلها، كان فيه احترام.",2016,,,,,
 التدرج في التغيير هو الأفضل… وليس القفز على ثوابت المجتمع.,2016,,,,,
 التغيير السريع في مثل هذه القضايا يخلق اضطرابًا في التوازن الاجتماعي.,2016,,,,,
 التغيير مو ضد الدين ولا ضد العادات… هو تطور طبيعي.,2016,,,,,
" الدعوة للدين ما تكون بتقييد، تكون بالتيسير والرحمة.",2016,,,,,
" الدولة لا تستعجل، ونحن نثق أنها توازن بين المصلحة العامة والخصوصية.",2016,,,,,
" الدين يعطي المرأة كرامتها، مو يحبسها في بيتها.",2016,,,,,
 الرجال صاروا يتنازلون عن دورهم وحدة وحدة… وآخرها المفاتيح.,2016,,,,,
" الرجال في البيت يعانون، والبنات يبغون حرية وهمية.",2016,,,,,
" الزمن الجميل كان فيه حياء، اليوم كله صياح على دركسون.",2016,,,,,
" السواقة اختبار ثقة، وإحنا نثق في بناتنا.",2016,,,,,
 السواقة بتصير عبء إضافي على ميزانية الأسر.,2016,,,,,
 السواقة بتعطي البنت فرصة تتحكم بوقتها وقراراتها.,2016,,,,,
 السواقة تخرب توازن البيوت… الرجل يصير بلا قيمة.,2016,,,,,
" السواقة تعني إنتاج، ما تعني ترفيه.",2016,,,,,
" السواقة قاعدة تصير واقع، ورفضها ما بيوقفها.",2016,,,,,
 السواقة قرار ناضج… والبنات أثبتوا إنهم قد المسؤولية.,2016,,,,,
 السواقة مو رفاهية… في بيوت تعتبرها ضرورة.,2016,,,,,
" الشريعة ما منعت الحركة، منعت الفتنة… والسواقة مو فتنة بحد ذاتها.",2016,,,,,
 الشوارع مليانة زحمة… تبغون تضيفون مليون سيارة بعد؟,2016,,,,,
" الفقهاء يختلفون، بس العدل ما يختلف فيه أحد… خلوا المرأة تسوق.",2016,,,,,
" القرار بيزيد من تكاليف الحياة… تأمين، صيانة، تعب.",2016,,,,,
" القرار في النهاية بيدها، والثقة في أدبها وسلوكها.",2016,,,,,
 القرار مو اجتماعي بس… له أثر اقتصادي كبير.,2016,,,,,
 القرار هذا بيزيد الضغط على الأسر والتربية.,2016,,,,,
 القيادة بتصير مجال جديد للسنابات والفلتر الزهري.,2016,,,,,
" القيادة يمكن تفتح لها أبواب الشك، والناس ما ترحم.",2016,,,,,
" اللي يرفض اليوم، بيكون أول من يفرح فيها بكرا.",2016,,,,,
" اللي يقول ""تطور""، ما يدري إننا قاعدين نفقد هويتنا.",2016,,,,,
 اللي يقول السواقة أمان… ما يعرف نوايا الناس ولا الطرق المظلمة.,2016,,,,,
" المجتمع بدأ يتقبل، بس يبغاله دفعة رسمية.",2016,,,,,
 المجتمع: خذوا حريتك بس لا تسوقين… ليه؟ عشان ما يعجبنا شكلك ورا المقود؟,2016,,,,,
" المجتمعات تنهار لما الأدوار تتلخبط، مش لما تتطور.",2016,,,,,
" المرأة السعودية تبي فرصة تثبت فيها نفسها، والسواقة وحدة منها.",2016,,,,,
" المرأة العاملة تسوي دخل، والسواقة تساعدها توصل شغلها.",2016,,,,,
" المرأة لما تسوق، بتخف الضغوط على البيت والزوج.",2016,,,,,
 النبي ﷺ ما منع النساء من شؤونهن… ليه حنا نمنع؟,2016,,,,,
 الوكالات يبيعون سيارات وردية للبنات… بس ممنوع يسوقونها؟ ممتاز!,2016,,,,,
" إحنا بحاجة لثقافة قبول، مو ثقافة صد ومنع.",2016,,,,,
" إذا البنت بتسوق وتقرر لحالها، وش بقى للرجل يسويه؟",2016,,,,,
" إذا ساقت، من يردّها إذا تجاوزت؟!",2016,,,,,
" إذا ساقت، مين بيدفع فواتير البنزين وإصلاح السيارة؟",2016,,,,,
" أجل بكرا نشوفها تسوق، وتهاوش في الزحمة تقول “أنا قائدة المجتمع”.",2016,,,,,
" أحيانا السواقة تريح الأسرة كلها، مو البنت بس.",2016,,,,,
" أختي الحين متخرجة، ولا عندها وسيلة توصل للدوام غير السواق!",2016,,,,,
 أغلب النساء اليوم يخافون من نظرة الناس أكثر من السواقة نفسها.,2016,,,,,
 أكيد أول ما تسوق بتروح “كوفي” مو مشوار مفيد!,2016,,,,,
 أمهاتنا ما سواقوا… وكانوا أعزّ وأشرف من بنات اليوم!,2016,,,,,
" أمي دايم تقول: ""لو أقدر أسوق، كان ريّحتكم من كثير مشاوير.""",2016,,,,,
 أي مجتمع متقدم لازم يسمح بالقيادة للجميع… مو فقط للرجال.,2016,,,,,
" بدل ما تشتغل البنت وتسوق، خلوها تفتح مشروع بالبيت أفضل.",2016,,,,,
" بدل ما نشتكي من الاقتصاد، نعطي فرصة للنساء يشاركون فيه.",2016,,,,,
" بدل ما نفكر في سواقة البنات، ليه ما نحل أزمة البطالة أول؟",2016,,,,,
" بعض الأسر محتاجة بناتهم يسوقون، الحياة صارت صعبة.",2016,,,,,
 بعض البنات للأسف ما راح يفهمون القيادة على أنها وسيلة فقط.,2016,,,,,
" بعض الصحابيات خرجن للجهاد، واليوم نخاف من سواقة؟",2016,,,,,
 بنت الجيران دايم تنتظر أبوها في الحر… ليه ما تسوق وتخلص؟,2016,,,,,
 بنت واعية ومحترمة ما تحتاج وصاية على كل خطوة.,2016,,,,,
" بنتي إذا ساقت، ما راح أنام الليل خايفًا عليها من كل شي.",2016,,,,,
 تمكين المرأة يبدأ من منحها وسيلة تنقل بنفسها.,2016,,,,,
 جربنا نخلي الشباب يسوقون لحالهم… وش طلعنا فيه؟ تفحيط وورطات!,2016,,,,,
" حتى جدتي تقول: “لو كنت صغيرة، كان سقت!”",2016,,,,,
" حلال نشتري لها سيارة، حرام تركبها؟!",2016,,,,,
" حنا راضين بحالنا، وش الفايدة نغيّر اللي تعودنا عليه؟",2016,,,,,
" حنا نبيها محفوظة، مو مكشوفة في الشوارع.",2016,,,,,
" خالتي عايشة في قرية وتسوق من زمان، وما أحد اعترض.",2016,,,,,
" خلّوها تسوق، وبعدها عطوها دبابة تسوقنا للهاوية!",2016,,,,,
" خلو الأولوية لحاجات الناس الأساسية، مو سواقة البنات.",2016,,,,,
 خلوهم يسوقون… نبي نشوف أول حادث تصير فيه حرب أهلية.,2016,,,,,
" دامها بتسوق، عطوها وظيفة مرور بعد!",2016,,,,,
" راحت أيام العز والستر، وجانا زمن المطالبات.",2016,,,,,
 صديقتي تصرف على بيتهم… بس ما تقدر تسوق لنفسها!,2016,,,,,
" طيب سووا رخصة “سائقة محترمة” وخلوها تسوق، رضيتوا؟",2016,,,,,
 عطوها سيارة وسناب… وخذ لك فضايح كل يوم.,2016,,,,,
 قرار زي كذا يفتح أبواب للعمل والتعليم لبناتنا.,2016,,,,,
 قرار كهذا يحتاج دراسة شاملة لآثاره الاجتماعية والنفسية.,2016,,,,,
 قيادة المرأة ليست علامة على التقدم… بل على الانفلات إذا لم تُضبط.,2016,,,,,
 كثير بنات بيستغلون القرار في أمور خارج السيطرة.,2016,,,,,
 كثير عوائل ما عندهم دخل يكفي لسيارة ثانية.,2016,,,,,
" كثير من السواقين غير مؤهلين، وبناتنا أولى بالسواقة.",2016,,,,,
 كثير من المختصين حذروا من آثار القيادة على البناء الأسري.,2016,,,,,
 كل المجتمعات سبقتنا… مو لازم نكون آخر من يتقبل.,2016,,,,,
" كل ما تطورت الدنيا، حسّيت إنّا نبتعد عن أصلنا أكثر.",2016,,,,,
" كل ما زاد الاعتماد على النفس، زادت كرامة الأسرة.",2016,,,,,
" كل وحدة تسوق هي رسالة: “أنا أقدر، وأنا واثقة.”",2016,,,,,
 كم أسرة بتضطر تشتري سيارة ثانية عشان القرار؟,2016,,,,,
 كنا بخير يوم ما كانت البنت تفكر في السواقة.,2016,,,,,
" لا أحد يربط الدين بالعادة، ترى كثير من الممنوعات مجرد عُرف.",2016,,,,,
 لا نريد قرارات مستوردة من الخارج تُفرض على واقع مختلف.,2016,,,,,
" لو البنات يسوقون، كثير من البيوت تستغني عن سواقين أجانب.",2016,,,,,
" لو صارت تسوق، أتوقع نحتاج خطوط خاصة للبنات عشان ما يزعلون!",2016,,,,,
" لو كان الخير في القيادة، كان أجدادنا سبقونا لها.",2016,,,,,
" لو كل بيت فيه بنت تسوق، بنقلل زحمة التوصيل الصباحي.",2016,,,,,
" لو كل سواقة بنت = مصيبة، ليه ما نمنع السواقة عن الكل؟",2016,,,,,
" لو نضمن بيئة محترمة، السواقة ما راح تكون مشكلة دينية.",2016,,,,,
 ليست القيادة من أولوياتنا الوطنية… هناك قضايا أهم.,2016,,,,,
 ما في تنمية حقيقية بدون تحرك آمن ومستقل للمرأة.,2016,,,,,
" ما في شي دائم، حتى النظرة للسواقة قاعدة تتغير.",2016,,,,,
" ما نبي كل بنت تسوق، نبي اللي تحتاج يكون عندها خيار.",2016,,,,,
 ما نبي نصحى يوم ونلقى البنت تطلب قرض لشراء سيارة!,2016,,,,,
" ما نطالب بالعكس، نطالب بالمساواة في الفرص.",2016,,,,,
" مجتمع يعطي المرأة كل شي، بينقلب آخرته فوضى أسرية.",2016,,,,,
 مجتمعنا حساس… ممكن يتفكك إذا تغير بسرعة.,2016,,,,,
" من الأفضل أن تُعطى المرأة حقوقها ضمن إطار الأسرة، لا الشارع.",2016,,,,,
 نخاف بكرا يصير التحرش أسهل واللوم على البنت.,2016,,,,,
 نخاف من جيل ما يفرق بين الرجل والمرأة في الأدوار.,2016,,,,,
" نخاف نندم بكرا ونقول ""ليتنا ما سمحنا"".",2016,,,,,
 هي تسوق وهو يصور… ونرجع نقول ليه الأخلاق طاحت.,2016,,,,,
 والله بعض الرجال ما عاد يقدرون يربّون بنت في هالزمن!,2016,,,,,
 والله ما بقى إلا تسوق وتفحط وتصير ملكة الدرفت.,2016,,,,,
" يا ليت نرجع لأيام البساطة، يوم كل شيء له حدود.",2016,,,,,
 يجب أن نضع في الاعتبار رأي العلماء والوجهاء قبل اتخاذ خطوة كهذه.,2016,,,,,
" يوم نمكّن البنت نسوي مجتمع أقوى، مو أضعف.",2016,,,,,
"""احنا مجتمع محافظ، وما نبي نغيره.""",2016,,,,,
"""البلد مو جاهز، لا تتسرعون.""",2016,,,,,
"""الرجال ما حصلوا وظائف، تبون تسوقون بعد؟""",2016,,,,,
"""أغلب البنات مو مؤهلات للقيادة، الصدق يُقال.""",2016,,,,,
"""أنا ضد، مو كرها في المرأة، بس حرص.""",2016,,,,,
"""خل السواقين وشغلنا، ليش الزحمة على السواقة؟""",2016,,,,,
"""سواقة المرأة؟ فكاهيّة أكثر من جادة.""",2016,,,,,
"""كل ما صار حادث، قالوا بنات يسوقون؟""",2016,,,,,
"""من جدكم؟ سيارة وسواقين وارتاحوا!""",2016,,,,,
"""يا بنات، سواقتكم بتجيب مشاكل، بلاها.""",2016,,,,,
". اليوم نمنع، بكرا نقول ليه تأخرنا!",2016,,,,,
احترام المرأة إنك توفر لها سائق مو تتركها تواجه الشارع.,2016,,,,,
احترام المرأة يبدأ من ثقتك بقراراتها.,2016,,,,,
احترام حقها ما ينقص من رجولتك.,2016,,,,,
"احنا في دولة قانون، ومطالبنا ضمن إطار القانون.",2016,,,,,
الاقتصاد الوطني يستفيد من تمكين المرأة بالحركة المستقلة.,2016,,,,,
الأم اللي تربي جيل كامل تستحق أكثر من انتظار إذن توقيع.,2016,,,,,
"البنات اللي يبغون يسوقون عندهم حماس، بس القرار مو بيدهم.",2016,,,,,
"البنات اليوم واعيات، واللي يخاف من سواقتهم متأخر عن الزمن.",2016,,,,,
"البنات عندنا يسوقون عقولهم أحسن من كثير شباب، خلّوهم يسوقون سياراتهم.",2016,,,,,
البنات ما طلبوا المستحيل… طلبوا بس يتحركون بكرامة.,2016,,,,,
"البنات ما يبون امتيازات، يبون يمشون جنبًا لجنب.",2016,,,,,
"البنات مو كلهم يبغون يسوقون، بس لازم نسمعهم.",2016,,,,,
البنت السعودية تسوق في دبي والكويت… بس في بيتها تنتظر سواق!,2016,,,,,
البنت القوية ما تنتظر إذن… تنتظر احترام.,2016,,,,,
البنت القوية ما تنكسر… حتى لو وقفت لحالها في الزحمة.,2016,,,,,
"البنت اللي تخاف الله، ما تطالب بشي يفتح عليها أبواب الشبهات.",2016,,,,,
البنت اللي تختار شريك حياتها تستحق تختار شغلها وسفرها.,2016,,,,,
البنت اللي تروح للمرعى أقوى من اللي تسوق بشارع معبّد.,2016,,,,,
"البنت اللي تسوق اليوم، تقود بكرا مشروع، شركة، وطن.",2016,,,,,
البنت اللي تسوق حرام… لكن تطلع مع سواق غريب عادي؟,2016,,,,,
البنت اللي تشتغل وتجيب رزقها تستاهل تسوق.,2016,,,,,
"البنت إذا تعلمت القيادة، يمكن تشرح لأخوها معنى “إشارة يمين”.",2016,,,,,
"البنت إذا ساقت، يمكن تترك اللوم اللي دايم يجيها بلا سبب.",2016,,,,,
"البنت إذا غلطت وهي تسوق، قالوا “كل النساء كذا”!",2016,,,,,
"البنت إذا مشت لحالها بالقرية، الناس تستنكر… كيف لو ساقت؟",2016,,,,,
"البنت بتسوق؟ أجل بنحتاج مسلسل جديد: ""الطريق الآمن"" بدل ""طاش ما طاش"".",2016,,,,,
"البنت تبغى تشتغل، مو عشان تنافس، عشان تعيش.",2016,,,,,
"البنت تتوظف، تصرف، تطبخ، تربي… وباقي يقولون “مكانها البيت”.",2016,,,,,
"البنت تدخل غرف عمليات، بس ما تدخل مواقف سيارات؟ منطق حديدي.",2016,,,,,
"البنت تدرس، تتخرج، وتشتغل… بس تحتاج “إذن” تروح مؤتمر!",2016,,,,,
البنت تسوق أفضل من إنها تضيع وقتها تنتظر أحد.,2016,,,,,
"البنت تسوق، وترجع البيت… بدون أن نحتاج 4 رسائل واتس من أمي!",2016,,,,,
"البنت تسوق؟ ايه، وتفحط وتكسر الدنيا بعد، تقدر!",2016,,,,,
"البنت تشتغل في الطوارئ 24 ساعة، بس تطلع من الدوام تنتظر السواق!",2016,,,,,
"البنت تقدر تواجه مجتمع غريب، بس تُمنع من شوارع حيّها.",2016,,,,,
البنت لازم تكون قوية عشان تعيش في وسط يهاجمها لو تنفست.,2016,,,,,
"البنت لما تسوق، تقدر توصل للمستقبل أسرع.",2016,,,,,
"البنت ما تبي تمرد، تبي تتنفس.",2016,,,,,
البنت ما تحتاج تتغير… حنا نحتاج نتطوّر.,2016,,,,,
"البنت ما تطالب بالسواقة عشان تتحدى، تطالب بحق.",2016,,,,,
البنت ما تنكسر بالدركسون… تنكسر بالنظرة دونية.,2016,,,,,
البنت ما هي ناقصة عقل… هي ناقصة حرية.,2016,,,,,
"البنت مو ملاك، ولا الشاب، بس كلهم بشر لهم حقوق.",2016,,,,,
"البنية تعرف تسوق المزرعة، وتقدر تسوق في الشارع بعد.",2016,,,,,
"التعليم، الوظيفة، السواقة… كلها حقوق.",2016,,,,,
التغيير مو دايم ضد القيم… أحيانًا هو رجوع لأصلها.,2016,,,,,
التوازن بين الجنسين يبدأ من أبسط الحقوق… مثل السواقة.,2016,,,,,
"الجامعة تفتح آفاق، ليه الشارع يضلّقها؟",2016,,,,,
الجيل الجديد ما يشوف فرق: البنت تسوق عادي,2016,,,,,
الحرية مو موضة… هي أساس أي حياة كريمة.,2016,,,,,
"الدولة تتطور، والعقول للحين معلّقة في ١٤٠٠.",2016,,,,,
"الرسول ما أمر النساء بالسواقة، فليش نخالف السُنة؟",2016,,,,,
"السواقة الآن، القيادة بالمجتمع بكرا.",2016,,,,,
السواقة بتخلّي البنات يسهرون ويرجعون بآخر الليل!,2016,,,,,
السواقة بتصير عاجلاً أو آجلاً… خلونا نستعد لها بدل ما نخاف منها.,2016,,,,,
السواقة بتكسر الحواجز بين الجنسين… والنتيجة خراب.,2016,,,,,
"السواقة بتوفر علينا وقت، فلوس، ومشاكل مع السائقين.",2016,,,,,
السواقة تخلّي البنات يتعاندون على أولياء أمورهم.,2016,,,,,
"السواقة تعني إنتاج، ما تعني ترفيه.",2016,,,,,
"السواقة حق مدني، مو قضية أخلاقية.",2016,,,,,
"السواقة حق، لكن أحيانًا تكون إنقاذ.",2016,,,,,
السواقة حق؟ طيب خلوهم يسوقون الدباب أول 🤷‍♂️,2016,,,,,
السواقة خطوة في طريق الاستقلال.,2016,,,,,
"السواقة لبنتي يعني أمان أكثر، مو انفلات.",2016,,,,,
السواقة للبنت أمان… أكثر من المجهول اللي يوصّلها.,2016,,,,,
السواقة للبنت خطر؟ أجل الشارع آمن مع شباب السناب؟,2016,,,,,
"السواقة ما تسلب أنوثة المرأة، تسلب تبعيتها.",2016,,,,,
السواقة ما تناسب طبيعة المرأة اللي تميل للستر والهدوء.,2016,,,,,
"السواقة ما تنتقص من أنوثتها، بل تعزز استقلالها.",2016,,,,,
"السواقة ما تنقص من المرأة، تزيدها احترامًا.",2016,,,,,
"السواقة ما راح تغيّرنا، بس راح ترجع لنا شيء فقدناه.",2016,,,,,
"السواقة ما راح تفسد أحد، اللي فاسد فاسد من الأساس.",2016,,,,,
"السواقة مو ترف، هي حرية تنقل يكفلها النظام.",2016,,,,,
السواقة مو جريمة… بالعكس تريح البيت من عبء التوصيل.,2016,,,,,
السواقة مو نهاية العالم.,2016,,,,,
"السواقة نعمة لو استُخدمت صح، ولا حنا رافضين الخير؟",2016,,,,,
"الشريعة لم تمنع، ولكنها لم توجّه إلى مثل هذا التغيير المُربك.",2016,,,,,
العمل ما ينقص حياء المرأة… الجهل هو اللي يسلبه.,2016,,,,,
الغربة ما تخوفنا مثل السواقة؟ غريب المنطق.,2016,,,,,
"الغريب إن اللي يسمح لبنته تسافر، ما يسمح لها تسوق!",2016,,,,,
"الفتنة نائمة، ومن الحكمة ترك ما يُثيرها.",2016,,,,,
"القانون مع المرأة، بس العُرف هو اللي ضدها.",2016,,,,,
"القرار لما يصدر، بيكون مدعوم بالقانون… مش بالعاطفة.",2016,,,,,
القرار مو اجتماعي بس… له أثر اقتصادي كبير.,2016,,,,,
"القرار مو بس اجتماعي، هذا قرار اقتصادي وتنموي.",2016,,,,,
القرار مو بس تمكين… القرار حماية لبناتنا.,2016,,,,,
القرار مؤامرة غربية لزعزعة أخلاق المجتمع.,2016,,,,,
"القيادة قد تفتح أبوابًا لا تُحمد عقباها، ودرء المفاسد أولى.",2016,,,,,
"القيادة ليست مطلبًا ترفيهيًا، بل هي بنية تحتية للعدالة الاجتماعية.",2016,,,,,
"القيادة مش بس رفاهية، هي احتياج يومي.",2016,,,,,
"القيم قبل الحقوق، والسواقة لا تعلو على الاستقرار",2016,,,,,
"الله خلق لنا رجال علشان يحمونا ويودونا، وش لزوم السواقة؟",2016,,,,,
اللي تسوق بكرا تروح لحالها… وبعدها وش يصير؟,2016,,,,,
"اللي تقول ما تصلح تسوق، لا تعمم على كل البنات.",2016,,,,,
اللي تقولون المدينة غير… بس حتى المدينة فيها ناس محترمين.,2016,,,,,
"اللي تهاجم السواقة، أغلبهم يستخدمون بناتهم كعذر عشان ما يوصلونهم.",2016,,,,,
اللي خايفين من الفساد… ترا الفساد مش بسيارة!,2016,,,,,
"اللي ضد السواقة، غالبًا ما عنده سبب مقنع… بس خوف موروث.",2016,,,,,
"اللي فاهمنا، راح يوقف معنا بدون صياح.",2016,,,,,
"اللي يدعم القيادة، أكيد له أجندة خارجية.",2016,,,,,
اللي يرفض اليوم كان يرفض تعليم البنات أمس.,2016,,,,,
"اللي يرفض تمكين المرأة، غالبًا خايف من قوتها.",2016,,,,,
"اللي يسوق يسوق، واللي ما يبي يجلس.",2016,,,,,
"اللي يظن التغيير مستحيل، بينصدم يوم يتحقق.",2016,,,,,
"اللي يقول ""أنا رجل وما أرضى تسوق أختي""، ترى مو كل أحد أخته طفلة.",2016,,,,,
اللي يقول “المرأة ضعيفة” عمره ما شاف أمّ تصحى كل ليلة عشان عيالها.,2016,,,,,
اللي يقول “مو وقتها” هو نفسه بيقول “ما عمرها وقتها”.,2016,,,,,
"اللي يقولون ""عيب تسوق"" هم نفسهم اللي يشترون لها سيارة هدية!",2016,,,,,
"اللي يمنعها اليوم، بيطلب مساعدتها بكرا",2016,,,,,
المجتمع الشرقي محافظ… ما نحتاج نكون نسخة من الغرب.,2016,,,,,
المرأة السعودية اليوم صارت رمز نجاح… لازم نرفع عنها المعوقات.,2016,,,,,
"المرأة العاملة تسوي دخل، والسواقة تساعدها توصل شغلها.",2016,,,,,
المرأة القريبة مني أدرى بأخلاقها من اللي يتكلم عنها في تويتر.,2016,,,,,
"المرأة إذا ساقت، من يربي الأجيال؟",2016,,,,,
"المرأة أثبتت أنها قد المسؤولية، ليش ما تسوق؟",2016,,,,,
"المرأة جوهرة مصونة، مكانها في قلب الأسرة لا بين إشارات المرور.",2016,,,,,
المرأة عندها صوت… بس المجتمع يحاول يطفيه.,2016,,,,,
المرأة كانت تخرج على دابة في عهد النبي… والسيارة اليوم أأمن.,2016,,,,,
المرأة ما تحتاج تصريح… تحتاج مساحة.,2016,,,,,
"المرأة ما صارت نصف المجتمع بالكلام، السواقة خطوة فعلية.",2016,,,,,
"المرأة مسؤولة عن بيتها، مو عن دركسون وسيارة.",2016,,,,,
المرأة مش طفل… عندها عقل ودين وضمير.,2016,,,,,
"المرأة مكانها الطبيعي في بيتها، مو وراء المقود.",2016,,,,,
"المرأة مو أقل عقلًا، ولا أقل وعيًا… ليه أقل حرية؟",2016,,,,,
"الموضوع له أبعاد دينية واجتماعية، مو بسيط.",2016,,,,,
النظام ما يفرق بين رجل وامرأة في رخصة القيادة… ليه المجتمع يفرق؟,2016,,,,,
النقاش صار مكرر… متى يجي رد رسمي ونرتاح؟,2016,,,,,
الوصاية عمرها ما كانت حنان إذا تحولت لتحكم.,2016,,,,,
"الوضع تغير، والبنت الحين تشتغل وتعتمد على نفسها.",2016,,,,,
"الوطن يتطور، والمرأة جزء من هالتطور.",2016,,,,,
